example_id,sampling_stratum,customer_text_raw,customer_text_clean,brand_reply_text_raw,brand_reply_text_clean,true_intent,intent_ambiguous,true_escalate,true_escalation_rule,reply_acceptability_notes,labeller_notes
1110459,keyword_bucket:POLICY_QUESTION,While everyone is asleep 👀 @Delta Can I get a first class upgrade for my flight on Tuesday ... 🤓,While everyone is asleep 👀 Can I get a first class upgrade for my flight on Tuesday ... 🤓,"@334806 Hi, Jeremy. You've Upgraded to First Class on your flight back to Atlanta. *TJH","Hi, Jeremy. You've Upgraded to First Class on your flight back to Atlanta. *TJH",ACCOUNT_LOYALTY,FALSE,FALSE,none_auto_handle,"should reference actual miles/status mechanics, not generic thanks",
259003,risk_signal,@177582 I would like to go on the news and talk about @Delta losing my sons wheelchair and won't pay for it,I would like to go on the news and talk about losing my sons wheelchair and won't pay for it,@177581 ...will be contacted as soon as the escalation is reviewed.  *HJB 2/2,...will be contacted as soon as the escalation is reviewed. *HJB 2/2,BAGGAGE_PROBLEM,FALSE,TRUE,risk_category_default,"should reference filing/checking a claim, not just apologize",
1882931,risk_signal,"Close, @Delta, but no wheelchair at ATL despite prior reservation. Saw several ppl in same boat. Thankfully made flight but stressed.","Close, , but no wheelchair at ATL despite prior reservation. Saw several ppl in same boat. Thankfully made flight but stressed.","@338630 WOW! I'm truly sorry to hear about this, Tracey. I'll go ahead and report this. Can you please DM your flight e-ticket number?  *HMB","WOW! I'm truly sorry to hear about this, Tracey. I'll go ahead and report this. Can you please DM your flight e-ticket number? *HMB",BAGGAGE_PROBLEM,FALSE,TRUE,risk_category_default,"should reference filing/checking a claim, not just apologize",
2928719,keyword_bucket:BAGGAGE_PROBLEM,". @Delta broke my luggage coming in for thanksgiving. ""Replaced"" it with a trash one that broke 7 hours before my flight out of Here. HELP",". broke my luggage coming in for thanksgiving. ""Replaced"" it with a trash one that broke 7 hours before my flight out of Here. HELP","@810232 Oh no, Selma. Please reach out to our Baggage Service Center at the airport for further assistance filing a new claim. Please accept our sincere apologies for this inconvenience.  *AOS","Oh no, Selma. Please reach out to our Baggage Service Center at the airport for further assistance filing a new claim. Please accept our sincere apologies for this inconvenience. *AOS",BAGGAGE_PROBLEM,FALSE,TRUE,risk_category_default,"should reference filing/checking a claim, not just apologize",
560026,keyword_bucket:BAGGAGE_PROBLEM,@Delta did a pretty good number on my @25567 copilot bag today. Desk agent wasn’t much help either when I asked what could be done to address my issue. https://t.co/b0eOyH0kkr,did a pretty good number on my copilot bag today. Desk agent wasn’t much help either when I asked what could be done to address my issue.,@250969 Hi Matthew. I am so sorry for any inconvenience. Have you filed a claim with our Baggage Service Center at the airport? *TKR,Hi Matthew. I am so sorry for any inconvenience. Have you filed a claim with our Baggage Service Center at the airport? *TKR,BAGGAGE_PROBLEM,FALSE,TRUE,risk_category_default,"should reference filing/checking a claim, not just apologize",
1206493,keyword_bucket:BAGGAGE_PROBLEM,@Delta the app just auto checked me in without giving me option to check baggage.  How do I fix it to add bag?,the app just auto checked me in without giving me option to check baggage. How do I fix it to add bag?,"@403325 You will just go back in under ""My Trips"" and click add bag; it should allow you to pay for your bag this particular way.  *AJZ","You will just go back in under ""My Trips"" and click add bag; it should allow you to pay for your bag this particular way. *AJZ",BAGGAGE_PROBLEM,FALSE,FALSE,none_auto_handle,"should reference filing/checking a claim, not just apologize",
1091468,keyword_bucket:BAGGAGE_PROBLEM,Gotta keep reminding myself that losing a bag due to weather delays is a definite first world problem.  I’ll forgive you this time @Delta,Gotta keep reminding myself that losing a bag due to weather delays is a definite first world problem. I’ll forgive you this time,"@377528 Hello, Kevin. Very sorry to hear. if you need any help, let us know.  *ARD","Hello, Kevin. Very sorry to hear. if you need any help, let us know. *ARD",BAGGAGE_PROBLEM,FALSE,FALSE,none_auto_handle,"should reference filing/checking a claim, not just apologize",
1015333,keyword_bucket:BAGGAGE_PROBLEM,"Thanks for keeping us in Cali but sending our luggage home without us. Your motto should be ""We f'd up, deal with it."" @Delta","Thanks for keeping us in Cali but sending our luggage home without us. Your motto should be ""We f'd up, deal with it.""","@360229 Hello, Julia. Not good to hear. Pls file a baggage claim via our baggage team at the airport.  *ARD","Hello, Julia. Not good to hear. Pls file a baggage claim via our baggage team at the airport. *ARD",BAGGAGE_PROBLEM,FALSE,TRUE,risk_category_default,"should reference filing/checking a claim, not just apologize",
680083,keyword_bucket:BAGGAGE_PROBLEM,.@824 @Delta over this whack diamond status that means nothing. Lost bag on a 2 hr flt from la to sea? How. sway?,. over this whack diamond status that means nothing. Lost bag on a 2 hr flt from la to sea? How. sway?,"@282267 @824 Hi there. My sincerest apologies for the inconvenience, I am very sorry to hear that you feel this way. Have you already filed a delayed/lost baggage claim at the airport? *HSD","Hi there. My sincerest apologies for the inconvenience, I am very sorry to hear that you feel this way. Have you already filed a delayed/lost baggage claim at the airport? *HSD",BAGGAGE_PROBLEM,FALSE,TRUE,risk_category_default,"should reference filing/checking a claim, not just apologize",
506153,keyword_bucket:BAGGAGE_PROBLEM,"@Delta I currently have gold medallion status, but if I were to book a trip for April 2018 now, would I get free baggage check for said trip with my status resetting Jan. 1st?","I currently have gold medallion status, but if I were to book a trip for April 2018 now, would I get free baggage check for said trip with my status resetting Jan. 1st?","@236116 Hey Sean, regardless of when you buy the ticket, the check-in process reads your current ticket and status during check-in. *TBT","Hey Sean, regardless of when you buy the ticket, the check-in process reads your current ticket and status during check-in. *TBT",BAGGAGE_PROBLEM,FALSE,FALSE,none_auto_handle,"should reference filing/checking a claim, not just apologize",
2505595,keyword_bucket:BAGGAGE_PROBLEM,HEY @Delta YOU FLEW MY BAG TO PORTLAND - WHY? HOW??? I HATE YOU.,HEY YOU FLEW MY BAG TO PORTLAND - WHY? HOW??? I HATE YOU.,@700585 Hello Mandy. I show your bag in the correct area to be flown to CLE. Your bag is not in Portland. *TMS,Hello Mandy. I show your bag in the correct area to be flown to CLE. Your bag is not in Portland. *TMS,BAGGAGE_PROBLEM,FALSE,TRUE,risk_category_default,"should reference filing/checking a claim, not just apologize",
416801,keyword_bucket:BAGGAGE_PROBLEM,@Delta How does my luggage end up on a flight to Mexico when I’m going to Jamaica from Atlanta??? https://t.co/38x1g0vf7r,How does my luggage end up on a flight to Mexico when I’m going to Jamaica from Atlanta???,@214435 Oh no! So sorry for that. Could you provide your confirmation number via DM so I can assist?  *TDL https://t.co/6iDGBJAc2m,Oh no! So sorry for that. Could you provide your confirmation number via DM so I can assist? *TDL,BAGGAGE_PROBLEM,FALSE,TRUE,risk_category_default,"should reference filing/checking a claim, not just apologize",
2707115,keyword_bucket:BAGGAGE_PROBLEM,@Delta just boarded a plane that they made us check our baggage.  On the plane tons of free space in the overhead bins. Truly annoying. The slow lines boarding are due to the zone boarding not baggage.,just boarded a plane that they made us check our baggage. On the plane tons of free space in the overhead bins. Truly annoying. The slow lines boarding are due to the zone boarding not baggage.,@760252 My apologies for the inconvenience. We'll do all we can to make sure that you have a positive experience moving forward. *TDL,My apologies for the inconvenience. We'll do all we can to make sure that you have a positive experience moving forward. *TDL,BAGGAGE_PROBLEM,FALSE,FALSE,none_auto_handle,"should reference filing/checking a claim, not just apologize",
1933308,keyword_bucket:BAGGAGE_PROBLEM,@Delta what’s up in SRQ.  We have all been waiting for over 30 minutes for our baggage!!   Flight 1297.   This is a small airport....,what’s up in SRQ. We have all been waiting for over 30 minutes for our baggage!! Flight 1297. This is a small airport....,"@575293 Perhaps the agents have to do double-duty? Whatever the case may be, you still qualify for the bonus miles at https://t.co/UW8yT66AP8 *HWG","Perhaps the agents have to do double-duty? Whatever the case may be, you still qualify for the bonus miles at *HWG",BAGGAGE_PROBLEM,FALSE,FALSE,none_auto_handle,"should reference filing/checking a claim, not just apologize",
184015,keyword_bucket:BAGGAGE_PROBLEM,Hi @delta how does the 20 minute baggage thing work? It's been 20 minutes and I don't have my bag.,Hi how does the 20 minute baggage thing work? It's been 20 minutes and I don't have my bag.,@159297 Just complete the below form no later than three days after your flight's arrival: https://t.co/9qP7jNm0t7 *HJH,Just complete the below form no later than three days after your flight's arrival: *HJH,BAGGAGE_PROBLEM,FALSE,FALSE,none_auto_handle,"should reference filing/checking a claim, not just apologize",
438942,keyword_bucket:BAGGAGE_PROBLEM,@Delta HELP!!! Days and hours spent trying to claim my luggage lost/stolen by Delta! Las Vegas was horrible enough without this as an extra!,HELP!!! Days and hours spent trying to claim my luggage lost/stolen by Delta! Las Vegas was horrible enough without this as an extra!,@219268 Hi Kristella. I regret to hear this. Please DM your baggage claim number and I will forwarded it to our Baggage Office.  *AMR,Hi Kristella. I regret to hear this. Please DM your baggage claim number and I will forwarded it to our Baggage Office. *AMR,BAGGAGE_PROBLEM,FALSE,TRUE,risk_category_default,"should reference filing/checking a claim, not just apologize",
998450,keyword_bucket:BAGGAGE_PROBLEM,special thanks to @Delta for all their help with our bag issues. #Airlines wished they were this #awesome,special thanks to for all their help with our bag issues. #Airlines wished they were this #awesome,"@356425 Glad we were able to assist, Sloan! 😄 *ALA","Glad we were able to assist, Sloan! 😄 *ALA",BAGGAGE_PROBLEM,FALSE,FALSE,none_auto_handle,"should reference filing/checking a claim, not just apologize",
1043882,keyword_bucket:BAGGAGE_PROBLEM,@Delta can you provide me a receipt for my checked bag?,can you provide me a receipt for my checked bag?,@366838 Sure thing. Would you want me to email you a receipt of your trip today? *ALA,Sure thing. Would you want me to email you a receipt of your trip today? *ALA,BAGGAGE_PROBLEM,FALSE,FALSE,none_auto_handle,"should reference filing/checking a claim, not just apologize",
2294513,keyword_bucket:BAGGAGE_PROBLEM,When payday at work all goes towards repurchasing everything because @Delta doesn't know where your luggage went. ☹️#someonehelp,When payday at work all goes towards repurchasing everything because doesn't know where your luggage went. ☹️#someonehelp,"@335778 My apologies, Molly. Please follow/DM your baggage claim file #, and I’ll be happy to check on its status. *AAB","My apologies, Molly. Please follow/DM your baggage claim file #, and I’ll be happy to check on its status. *AAB",BAGGAGE_PROBLEM,FALSE,TRUE,risk_category_default,"should reference filing/checking a claim, not just apologize",
2769250,keyword_bucket:BAGGAGE_PROBLEM,@Delta why is a baggage drop in an international Airport @118580  not open at least 2 hours before flights?,why is a baggage drop in an international Airport not open at least 2 hours before flights?,"@774109 Hello Ashley. I do apologize for any continued disappointment. Pls the SFO airport doesn't operate a 24hr operation. As previously mentioned, the counter reopens daily at 4:15a. There should be someone arriving anytime. *HKM","Hello Ashley. I do apologize for any continued disappointment. Pls the SFO airport doesn't operate a 24hr operation. As previously mentioned, the counter reopens daily at 4:15a. There should be someone arriving anytime. *HKM",BAGGAGE_PROBLEM,FALSE,FALSE,none_auto_handle,"should reference filing/checking a claim, not just apologize",
171261,keyword_bucket:BAGGAGE_PROBLEM,@Delta Luggage damaged in transit and important items lost. DL553. What do I do?,Luggage damaged in transit and important items lost. DL553. What do I do?,@155969 Oh no! So sorry to hear this. Please feel free to fill out the provided attachment for reimbursement purposes. https://t.co/cmso4esnEb *AJY,Oh no! So sorry to hear this. Please feel free to fill out the provided attachment for reimbursement purposes. *AJY,BAGGAGE_PROBLEM,FALSE,TRUE,risk_category_default,"should reference filing/checking a claim, not just apologize",
2568604,keyword_bucket:BAGGAGE_PROBLEM,"Dear @Delta it's annoying you can't check my bag through a long, but same day layover on an itinerary you sold me.","Dear it's annoying you can't check my bag through a long, but same day layover on an itinerary you sold me.","@728555 Hello Von, we do apologize, it is never our goal to let you down. *AMS","Hello Von, we do apologize, it is never our goal to let you down. *AMS",BAGGAGE_PROBLEM,FALSE,FALSE,none_auto_handle,"should reference filing/checking a claim, not just apologize",
936549,keyword_bucket:BAGGAGE_PROBLEM,@Delta Thanks for making me wait an hour (after a 9 hour intl. flight) before telling me that my bag didn't make the trip.  Outstanding.,Thanks for making me wait an hour (after a 9 hour intl. flight) before telling me that my bag didn't make the trip. Outstanding.,@342025 That's not good to hear! Did you file a claim with our Baggage Office? *HDG,That's not good to hear! Did you file a claim with our Baggage Office? *HDG,BAGGAGE_PROBLEM,FALSE,TRUE,risk_category_default,"should reference filing/checking a claim, not just apologize",
1906961,keyword_bucket:BAGGAGE_PROBLEM,Could you advise me on my lost baggage claim ? @Delta,Could you advise me on my lost baggage claim ?,@406929 What's your delayed file reference number.  *HEC,What's your delayed file reference number. *HEC,BAGGAGE_PROBLEM,FALSE,TRUE,risk_category_default,"should reference filing/checking a claim, not just apologize",
1000386,keyword_bucket:BAGGAGE_PROBLEM,@Delta should give sky miles when they beg you to check in your bag to save overhead space then it doesn't make it to your destination,should give sky miles when they beg you to check in your bag to save overhead space then it doesn't make it to your destination,"@356838 Please contact our Baggage Service Center, at 1-800-325-8224, to locate your luggage &amp; discuss any compensation. Thanks.  *TMA","Please contact our Baggage Service Center, at 1-800-325-8224, to locate your luggage &amp; discuss any compensation. Thanks. *TMA",BAGGAGE_PROBLEM,FALSE,TRUE,risk_category_default,"should reference filing/checking a claim, not just apologize",
2038932,keyword_bucket:BAGGAGE_PROBLEM,I volunteered my bag to be checked for free aka goodbye all of my personal belongings...@Delta I'm on to you,I volunteered my bag to be checked for free aka goodbye all of my personal belongings... I'm on to you,@602873 Hi there. We certainly apologize about any delays with your bags. Please make a claim and we will do all needed to help. Thanks. *TAS,Hi there. We certainly apologize about any delays with your bags. Please make a claim and we will do all needed to help. Thanks. *TAS,BAGGAGE_PROBLEM,FALSE,FALSE,none_auto_handle,"should reference filing/checking a claim, not just apologize",
2704398,keyword_bucket:BAGGAGE_PROBLEM,"@Delta Not sure how, but my bag wasn't on the plane. Can I get my $25 back at least?","Not sure how, but my bag wasn't on the plane. Can I get my $25 back at least?","@759563 I am sorry to hear that, Gary. To process your claim for delayed, damaged or lost baggage or missing items, complete this form. Here is the link:  https://t.co/XwO5qwnsan *AFM","I am sorry to hear that, Gary. To process your claim for delayed, damaged or lost baggage or missing items, complete this form. Here is the link: *AFM",BAGGAGE_PROBLEM,FALSE,TRUE,risk_category_default,"should reference filing/checking a claim, not just apologize",
52361,keyword_bucket:BAGGAGE_PROBLEM,Hey @Delta. Please start a direct from CMH to PHL. AA let us off on the tarmac in the rain.  Now almost an hour into baggage wait. NEED YOU!,Hey . Please start a direct from CMH to PHL. AA let us off on the tarmac in the rain. Now almost an hour into baggage wait. NEED YOU!,@127778 My apologies for the issues. I will certainly forward this feedback to our Management Team.  *HRO,My apologies for the issues. I will certainly forward this feedback to our Management Team. *HRO,BAGGAGE_PROBLEM,FALSE,FALSE,none_auto_handle,"should reference filing/checking a claim, not just apologize",
760555,keyword_bucket:BAGGAGE_PROBLEM,"@Delta I want to get my baggage fee reimbursed due to my company's travel website not adding my FF number, what documents should I provide?","I want to get my baggage fee reimbursed due to my company's travel website not adding my FF number, what documents should I provide?",@301729 I will be happy to check into this for you? Please DM your ticket number and SkyMiles number. *TJP https://t.co/6iDGBJAc2m,I will be happy to check into this for you? Please DM your ticket number and SkyMiles number. *TJP,BAGGAGE_PROBLEM,FALSE,TRUE,risk_category_default,"should reference filing/checking a claim, not just apologize",
2626720,keyword_bucket:REFUND_COMPENSATION,"@Delta lost our bags for 2 days and we're only in london for 5 days, looking for compensation","lost our bags for 2 days and we're only in london for 5 days, looking for compensation",@741924 So sorry for the bag delay. Pls submit your request directly to baggage via this link: https://t.co/XwO5qwnsan *AAB,So sorry for the bag delay. Pls submit your request directly to baggage via this link: *AAB,BAGGAGE_PROBLEM,FALSE,TRUE,risk_category_default,"should reference filing/checking a claim, not just apologize",
801755,keyword_bucket:ACCOUNT_LOYALTY,it's amazing how you fly @Delta thousands of miles one way &amp; they fly your bags in the other way. #DeltaKillingMe https://t.co/RXbA57kpyO,it's amazing how you fly thousands of miles one way &amp; they fly your bags in the other way. #DeltaKillingMe,@311047 We hope to have the opportunity to better serve you in the future.  *HJB,We hope to have the opportunity to better serve you in the future. *HJB,BAGGAGE_PROBLEM,FALSE,FALSE,none_auto_handle,"should reference filing/checking a claim, not just apologize",
